,code,pinyin_abbr,fund_name,fund_type,pinyin
14814,018304,HXJYYXSGYCYHHFOFA,华夏聚源优选三个月持有混合(FOF)A,FOF-均衡型,HUAXIAJUYUANYOUXUANSANGEYUECHIYOUHUNHEFOFA
14815,018305,HXJYYXSGYCYHHFOFC,华夏聚源优选三个月持有混合(FOF)C,FOF-均衡型,HUAXIAJUYUANYOUXUANSANGEYUECHIYOUHUNHEFOFC
14816,018309,ZSSHZRHHA,招商社会责任混合A,混合型-偏股,ZHAOSHANGSHEHUIZERENHUNHEA
14817,018310,ZSSHZRHHC,招商社会责任混合C,混合型-偏股,ZHAOSHANGSHEHUIZERENHUNHEC
14818,018311,ZSSHZRHHD,招商社会责任混合D,混合型-偏股,ZHAOSHANGSHEHUIZERENHUNHED
14819,018312,YFDRYACLGYCYHHFOFA,易方达如意安诚六个月持有混合(FOF)A,FOF-稳健型,YIFANGDARUYIANCHENGLIUGEYUECHIYOUHUNHEFOFA
14820,018313,YFDRYACLGYCYHHFOFC,易方达如意安诚六个月持有混合(FOF)C,FOF-稳健型,YIFANGDARUYIANCHENGLIUGEYUECHIYOUHUNHEFOFC
14821,018314,YFDYL2055WNCYHHFOFA,易方达养老2055五年持有混合(FOF)A,FOF-进取型,YIFANGDAYANGLAO2055WUNIANCHIYOUHUNHEFOFA
14822,018315,YFDZZZBCYETFLJFQSA,易方达中证装备产业ETF联接发起式A,指数型-股票,YIFANGDAZHONGZHENGZHUANGBEICHANYEETFLIANJIEFAQISHIA
14823,018316,YFDZZZBCYETFLJFQSC,易方达中证装备产业ETF联接发起式C,指数型-股票,YIFANGDAZHONGZHENGZHUANGBEICHANYEETFLIANJIEFAQISHIC
14824,018317,ZSTT1NDKZFQS,招商添泰1年定开债发起式,债券型-长债,ZHAOSHANGTIANTAI1NIANDINGKAIZHAIFAQISHI
14825,018318,FGZXJJ3GYCYQHHFOFA,富国智选积极3个月持有期混合(FOF)A,FOF-进取型,FUGUOZHIXUANJIJI3GEYUECHIYOUQIHUNHEFOFA
14826,018319,FGZXJJ3GYCYQHHFOFC,富国智选积极3个月持有期混合(FOF)C,FOF-进取型,FUGUOZHIXUANJIJI3GEYUECHIYOUQIHUNHEFOFC
14827,018320,FGSYBJYXHBC,富国收益宝交易型货币C,货币型-普通货币,FUGUOSHOUYIBAOJIAOYIXINGHUOBIC
14828,018321,XZQQAYPHYLSNCYHHFOFY,兴证全球安悦平衡养老三年持有混合(FOF)Y,FOF-均衡型,XINGZHENGQUANQIUANYUEPINGHENGYANGLAOSANNIANCHIYOUHUNHEFOFY
14829,018322,RBMFZQA,人保民富债券A,债券型-混合二级,RENBAOMINFUZHAIQUANA
14830,018323,RBMFZQC,人保民富债券C,债券型-混合二级,RENBAOMINFUZHAIQUANC
14831,018324,JXMFHBE,金信民发货币E,货币型-普通货币,JINXINMINFAHUOBIE
14832,018325,GTJACXCZHHFQA,国泰君安创新成长混合发起A,混合型-偏股,GUOTAIJUNANCHUANGXINCHENGZHANGHUNHEFAQIA
14833,018326,GTJACXCZHHFQC,国泰君安创新成长混合发起C,混合型-偏股,GUOTAIJUNANCHUANGXINCHENGZHANGHUNHEFAQIC
14834,018327,TPDTJJHHFQSA,太平低碳经济混合发起式A,混合型-偏股,TAIPINGDITANJINGJIHUNHEFAQISHIA
14835,018328,TPDTJJHHFQSC,太平低碳经济混合发起式C,混合型-偏股,TAIPINGDITANJINGJIHUNHEFAQISHIC
14836,018329,QGSYSNCYQHHA,泉果思源三年持有期混合A,混合型-偏股,QUANGUOSIYUANSANNIANCHIYOUQIHUNHEA
14837,018330,QGSYSNCYQHHC,泉果思源三年持有期混合C,混合型-偏股,QUANGUOSIYUANSANNIANCHIYOUQIHUNHEC
14838,018331,MSJYTYBHBD,民生加银腾元宝货币D,货币型-普通货币,MINSHENGJIAYINTENGYUANBAOHUOBID
14839,018332,JSXXJQHHFQSA,嘉实新兴景气混合发起式A,混合型-偏股,JIASHIXINXINGJINGQIHUNHEFAQISHIA
14840,018333,JSXXJQHHFQSC,嘉实新兴景气混合发起式C,混合型-偏股,JIASHIXINXINGJINGQIHUNHEFAQISHIC
14841,018334,HXZZZX1000CZCXCLETFFQSLJA,华夏中证智选1000成长创新策略ETF发起式联接A,指数型-股票,HUAXIAZHONGZHENGZHIXUAN1000CHENGZHANGCHUANGXINCELUEETFFAQISHILIANJIEA
14842,018335,HXZZZX1000CZCXCLETFFQSLJC,华夏中证智选1000成长创新策略ETF发起式联接C,指数型-股票,HUAXIAZHONGZHENGZHIXUAN1000CHENGZHANGCHUANGXINCELUEETFFAQISHILIANJIEC
14843,018336,HXHSZGQYETFFQSLJQDIIA,华夏恒生中国企业ETF发起式联接(QDII)A,指数型-海外股票,HUAXIAHENGSHENGZHONGGUOQIYEETFFAQISHILIANJIEQDIIA
14844,018337,HXHSZGQYETFFQSLJQDIIC,华夏恒生中国企业ETF发起式联接(QDII)C,指数型-海外股票,HUAXIAHENGSHENGZHONGGUOQIYEETFFAQISHILIANJIEQDIIC
14845,018338,GLXFJXHHA,国联消费精选混合A,混合型-偏股,GUOLIANXIAOFEIJINGXUANHUNHEA
14846,018339,GLXFJXHHC,国联消费精选混合C,混合型-偏股,GUOLIANXIAOFEIJINGXUANHUNHEC
14847,018342,GFYJJXHHC,国富研究精选混合C,混合型-偏股,GUOFUYANJIUJINGXUANHUNHEC
14848,018343,HAZZTYCDAAAZS7TCYQ,汇安中证同业存单AAA指数7天持有期,指数型-固收,HUIANZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI
14849,018344,HXZZJQRETFFQSLJA,华夏中证机器人ETF发起式联接A,指数型-股票,HUAXIAZHONGZHENGJIQIRENETFFAQISHILIANJIEA
14850,018345,HXZZJQRETFFQSLJC,华夏中证机器人ETF发起式联接C,指数型-股票,HUAXIAZHONGZHENGJIQIRENETFFAQISHILIANJIEC
14851,018346,CXCJTHBC,长信长金通货币C,货币型-普通货币,CHANGXINCHANGJINTONGHUOBIC
14852,018347,FADZYLHXGHHXFQSA,富安达智优量化选股混合型发起式A,混合型-偏股,FUANDAZHIYOULIANGHUAXUANGUHUNHEXINGFAQISHIA
14853,018348,FADZZTYCDAAAZS7TCYQ,富安达中证同业存单AAA指数7天持有期,指数型-固收,FUANDAZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI
14854,018349,CXCJTHBD,长信长金通货币D,货币型-普通货币,CHANGXINCHANGJINTONGHUOBID
14855,018350,WJXYHHA,万家欣优混合A,混合型-偏股,WANJIAXINYOUHUNHEA
14856,018351,GTJAZQJXHHFQA,国泰君安周期精选混合发起A,混合型-偏股,GUOTAIJUNANZHOUQIJINGXUANHUNHEFAQIA
14857,018352,GTJAZQJXHHFQC,国泰君安周期精选混合发起C,混合型-偏股,GUOTAIJUNANZHOUQIJINGXUANHUNHEFAQIC
14858,018353,GTMZPHYLMBSNCYQHHFOFY,国泰民泽平衡养老目标三年持有期混合(FOF)Y,FOF-均衡型,GUOTAIMINZEPINGHENGYANGLAOMUBIAOSANNIANCHIYOUQIHUNHEFOFY
14859,018354,GFYLMBRQ2035SNCYQHHFQSFOFY,广发养老目标日期2035三年持有期混合发起式(FOF)Y,FOF-均衡型,GUANGFAYANGLAOMUBIAORIQI2035SANNIANCHIYOUQIHUNHEFAQISHIFOFY
14860,018355,AXZZTYCDAAAZS7TCY,安信中证同业存单AAA指数7天持有,指数型-固收,ANXINZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOU
14861,018356,WJXYHHC,万家欣优混合C,混合型-偏股,WANJIAXINYOUHUNHEC
14862,018357,GYHBC,工银货币C,货币型-普通货币,GONGYINHUOBIC
14863,018358,HFSZJJHHA,华富数字经济混合A,混合型-偏股,HUAFUSHUZIJINGJIHUNHEA
14864,018359,HFSZJJHHC,华富数字经济混合C,混合型-偏股,HUAFUSHUZIJINGJIHUNHEC
14865,018360,GTJAZZTYCDAAAZS7TCY,国泰君安中证同业存单AAA指数7天持有,指数型-固收,GUOTAIJUNANZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOU
14866,018361,AXXYWJYLYNCYHHFOFY,安信禧悦稳健养老一年持有混合(FOF)Y,FOF-稳健型,ANXINXIYUEWENJIANYANGLAOYINIANCHIYOUHUNHEFOFY
14867,018362,DFAEFRFHHFQA,东方阿尔法瑞丰混合发起A,混合型-偏股,DONGFANGAERFARUIFENGHUNHEFAQIA
14868,018363,DFAEFRFHHFQC,东方阿尔法瑞丰混合发起C,混合型-偏股,DONGFANGAERFARUIFENGHUNHEFAQIC
14869,018364,YHYLJKHHA,银华医疗健康混合A,混合型-偏股,YINHUAYILIAOJIANKANGHUNHEA
14870,018365,YHYLJKHHC,银华医疗健康混合C,混合型-偏股,YINHUAYILIAOJIANKANGHUNHEC
14871,018366,GTJAJTLZDZFQD,国泰君安君添利中短债发起D,债券型-中短债,GUOTAIJUNANJUNTIANLIZHONGDUANZHAIFAQID
14872,018367,GYXJHBC,工银薪金货币C,货币型-普通货币,GONGYINXINJINHUOBIC
14873,018370,HXCYBZSZQA,华夏创业板指数增强A,指数型-股票,HUAXIACHUANGYEBANZHISHUZENGQIANGA
14874,018371,HXCYBZSZQC,华夏创业板指数增强C,指数型-股票,HUAXIACHUANGYEBANZHISHUZENGQIANGC
14875,018372,ZTXRJQCZHHA,中泰星锐景气成长混合A,混合型-偏股,ZHONGTAIXINGRUIJINGQICHENGZHANGHUNHEA
14876,018373,ZTXRJQCZHHC,中泰星锐景气成长混合C,混合型-偏股,ZHONGTAIXINGRUIJINGQICHENGZHANGHUNHEC
14877,018374,GFYLMBRQ2045SNCYQHHFQSFOF,国富养老目标日期2045三年持有期混合发起式(FOF),FOF-均衡型,GUOFUYANGLAOMUBIAORIQI2045SANNIANCHIYOUQIHUNHEFAQISHIFOF
14878,018375,JXJQYXHHA,金信景气优选混合A,混合型-偏股,JINXINJINGQIYOUXUANHUNHEA
14879,018376,JXJQYXHHC,金信景气优选混合C,混合型-偏股,JINXINJINGQIYOUXUANHUNHEC
14880,018377,RTYJJZYNCYQHHA,融通远见价值一年持有期混合A,混合型-偏股,RONGTONGYUANJIANJIAZHIYINIANCHIYOUQIHUNHEA
14881,018378,RTYJJZYNCYQHHC,融通远见价值一年持有期混合C,混合型-偏股,RONGTONGYUANJIANJIAZHIYINIANCHIYOUQIHUNHEC
14882,018379,WJGZXNYCDCZSFQSA,万家国证新能源车电池指数发起式A,指数型-股票,WANJIAGUOZHENGXINNENGYUANCHEDIANCHIZHISHUFAQISHIA
14883,018380,WJGZXNYCDCZSFQSC,万家国证新能源车电池指数发起式C,指数型-股票,WANJIAGUOZHENGXINNENGYUANCHEDIANCHIZHISHUFAQISHIC
14884,018381,AXHLJXHHA,安信红利精选混合A,混合型-偏股,ANXINHONGLIJINGXUANHUNHEA
14885,018382,AXHLJXHHC,安信红利精选混合C,混合型-偏股,ANXINHONGLIJINGXUANHUNHEC
14886,018383,ZSSZZHZSZQFQSA,招商上证综合指数增强发起式A,指数型-股票,ZHAOSHANGSHANGZHENGZONGHEZHISHUZENGQIANGFAQISHIA
14887,018384,ZSSZZHZSZQFQSC,招商上证综合指数增强发起式C,指数型-股票,ZHAOSHANGSHANGZHENGZONGHEZHISHUZENGQIANGFAQISHIC
14888,018385,ZSZZQZRJETFFQSLJA,招商中证全指软件ETF发起式联接A,指数型-股票,ZHAOSHANGZHONGZHENGQUANZHIRUANJIANETFFAQISHILIANJIEA
14889,018386,ZSZZQZRJETFFQSLJC,招商中证全指软件ETF发起式联接C,指数型-股票,ZHAOSHANGZHONGZHENGQUANZHIRUANJIANETFFAQISHILIANJIEC
14890,018387,HTBRGGTHLETFLJJJA,华泰柏瑞港股通红利ETF联接基金A,指数型-股票,HUATAIBAIRUIGANGGUTONGHONGLIETFLIANJIEJIJINA
14891,018388,HTBRGGTHLETFLJJJC,华泰柏瑞港股通红利ETF联接基金C,指数型-股票,HUATAIBAIRUIGANGGUTONGHONGLIETFLIANJIEJIJINC
14892,018389,GTRYXXCYHHLOFC,国投瑞银新兴产业混合(LOF)C,混合型-灵活,GUOTOURUIYINXINXINGCHANYEHUNHELOFC
14893,018390,GFZGSYHHC,国富中国收益混合C,混合型-平衡,GUOFUZHONGGUOSHOUYIHUNHEC
14894,018391,NFSHJETFLJA,南方上海金ETF联接A,指数型-其他,NANFANGSHANGHAIJINETFLIANJIEA
14895,018392,NFSHJETFLJC,南方上海金ETF联接C,指数型-其他,NANFANGSHANGHAIJINETFLIANJIEC
14896,018393,FGWJTLZQA,富国稳健添利债券A,债券型-混合二级,FUGUOWENJIANTIANLIZHAIQUANA
14897,018394,FGWJTLZQC,富国稳健添利债券C,债券型-混合二级,FUGUOWENJIANTIANLIZHAIQUANC
14898,018395,ZSZZQZYLQXETFFQSLJA,招商中证全指医疗器械ETF发起式联接A,指数型-股票,ZHAOSHANGZHONGZHENGQUANZHIYILIAOQIXIEETFFAQISHILIANJIEA
14899,018396,ZSZZQZYLQXETFFQSLJC,招商中证全指医疗器械ETF发起式联接C,指数型-股票,ZHAOSHANGZHONGZHENGQUANZHIYILIAOQIXIEETFFAQISHILIANJIEC
14900,018397,BSZZYLZSFQSA,博时中证医疗指数发起式A,指数型-股票,BOSHIZHONGZHENGYILIAOZHISHUFAQISHIA
14901,018398,BSZZYLZSFQSC,博时中证医疗指数发起式C,指数型-股票,BOSHIZHONGZHENGYILIAOZHISHUFAQISHIC
14902,018399,BSZXCHSGYCYZQFOFA,博时臻选楚汇三个月持有债券(FOF)A,FOF-稳健型,BOSHIZHENXUANCHUHUISANGEYUECHIYOUZHAIQUANFOFA
14903,018400,BSZXCHSGYCYZQFOFC,博时臻选楚汇三个月持有债券(FOF)C,FOF-稳健型,BOSHIZHENXUANCHUHUISANGEYUECHIYOUZHAIQUANFOFC
14904,018401,JSCZQDHHA,嘉实成长驱动混合A,混合型-偏股,JIASHICHENGZHANGQUDONGHUNHEA
14905,018402,JSCZQDHHC,嘉实成长驱动混合C,混合型-偏股,JIASHICHENGZHANGQUDONGHUNHEC
14906,018403,FGWJTLZQE,富国稳健添利债券E,债券型-混合二级,FUGUOWENJIANTIANLIZHAIQUANE
14907,018404,FADZYLHXGHHXFQSC,富安达智优量化选股混合型发起式C,混合型-偏股,FUANDAZHIYOULIANGHUAXUANGUHUNHEXINGFAQISHIC
14908,018405,ZQCYJXHHA,朱雀产业精选混合A,混合型-偏股,ZHUQUECHANYEJINGXUANHUNHEA
14909,018406,ZQCYJXHHC,朱雀产业精选混合C,混合型-偏股,ZHUQUECHANYEJINGXUANHUNHEC
14910,018407,BSFYYNDKZFQS,博时富耀一年定开债发起式,债券型-混合一级,BOSHIFUYAOYINIANDINGKAIZHAIFAQISHI
14911,018408,NFXJZLHBC,南方现金增利货币C,货币型-普通货币,NANFANGXIANJINZENGLIHUOBIC
14912,018409,ZOJZHBHHA,中欧价值回报混合A,混合型-偏股,ZHONGOUJIAZHIHUIBAOHUNHEA
14913,018410,ZOJZHBHHC,中欧价值回报混合C,混合型-偏股,ZHONGOUJIAZHIHUIBAOHUNHEC
14914,018411,YFDXPETFLJA,易方达芯片ETF联接A,指数型-股票,YIFANGDAXINPIANETFLIANJIEA
14915,018412,YFDXPETFLJC,易方达芯片ETF联接C,指数型-股票,YIFANGDAXINPIANETFLIANJIEC
14916,018413,DCJZYSHHC,大成竞争优势混合C,混合型-偏股,DACHENGJINGZHENGYOUSHIHUNHEC
14917,018414,NFWR90TCYZQA,南方稳瑞90天持有债券A,债券型-混合一级,NANFANGWENRUI90TIANCHIYOUZHAIQUANA
14918,018415,NFWR90TCYZQC,南方稳瑞90天持有债券C,债券型-混合一级,NANFANGWENRUI90TIANCHIYOUZHAIQUANC
14919,018416,DWTRSGYDKZQA,东吴添瑞三个月定开债券A,债券型-长债,DONGWUTIANRUISANGEYUEDINGKAIZHAIQUANA
14920,018417,DWTRSGYDKZQC,东吴添瑞三个月定开债券C,债券型-长债,DONGWUTIANRUISANGEYUEDINGKAIZHAIQUANC
14921,018418,GFTZHZTHHFQSA,广发碳中和主题混合发起式A,混合型-偏股,GUANGFATANZHONGHEZHUTIHUNHEFAQISHIA
14922,018419,GFTZHZTHHFQSC,广发碳中和主题混合发起式C,混合型-偏股,GUANGFATANZHONGHEZHUTIHUNHEFAQISHIC
14923,018420,HTFWH30TCYZQA,汇添富稳航30天持有债券A,债券型-中短债,HUITIANFUWENHANG30TIANCHIYOUZHAIQUANA
14924,018421,HTFWH30TCYZQC,汇添富稳航30天持有债券C,债券型-中短债,HUITIANFUWENHANG30TIANCHIYOUZHAIQUANC
14925,018422,HTFWY30TGDCYZQA,汇添富稳裕30天滚动持有债券A,债券型-中短债,HUITIANFUWENYU30TIANGUNDONGCHIYOUZHAIQUANA
14926,018423,HTFWY30TGDCYZQC,汇添富稳裕30天滚动持有债券C,债券型-中短债,HUITIANFUWENYU30TIANGUNDONGCHIYOUZHAIQUANC
14927,018424,LBMZGJYHHA,路博迈中国机遇混合A,混合型-偏股,LUBOMAIZHONGGUOJIYUHUNHEA
14928,018425,LBMZGJYHHC,路博迈中国机遇混合C,混合型-偏股,LUBOMAIZHONGGUOJIYUHUNHEC
14929,018426,GTJAAYCZYNDKZQ,国泰君安安裕纯债一年定开债券,债券型-中短债,GUOTAIJUNANANYUCHUNZHAIYINIANDINGKAIZHAIQUAN
14930,018427,XARXLLZA,信澳瑞享利率债A,债券型-长债,XINAORUIXIANGLILVZHAIA
14931,018428,MGSJX6GYCYZQFOFA,摩根双季鑫6个月持有债券(FOF)A,FOF-稳健型,MOGENSHUANGJIXIN6GEYUECHIYOUZHAIQUANFOFA
14932,018429,MGSJX6GYCYZQFOFC,摩根双季鑫6个月持有债券(FOF)C,FOF-稳健型,MOGENSHUANGJIXIN6GEYUECHIYOUZHAIQUANFOFC
14933,018430,MGSDQSHHFQSA,摩根世代趋势混合发起式A,混合型-偏股,MOGENSHIDAIQUSHIHUNHEFAQISHIA
14934,018431,MGSDQSHHFQSC,摩根世代趋势混合发起式C,混合型-偏股,MOGENSHIDAIQUSHIHUNHEFAQISHIC
14935,018432,JSHSYLBJETFFQLJQDIIA,嘉实恒生医疗保健ETF发起联接(QDII)A,指数型-海外股票,JIASHIHENGSHENGYILIAOBAOJIANETFFAQILIANJIEQDIIA
14936,018433,JSHSYLBJETFFQLJQDIIC,嘉实恒生医疗保健ETF发起联接(QDII)C,指数型-海外股票,JIASHIHENGSHENGYILIAOBAOJIANETFFAQILIANJIEQDIIC
14937,018434,JSJHPZHH,嘉实均衡配置混合,混合型-偏股,JIASHIJUNHENGPEIZHIHUNHE
14938,018436,YFDBZJHBC,易方达保证金货币C,货币型-普通货币,YIFANGDABAOZHENGJINHUOBIC
14939,018437,YFDBZJHBD,易方达保证金货币D,货币型-普通货币,YIFANGDABAOZHENGJINHUOBID
14940,018438,CTZGPZXFHHFQSA,财通资管品质消费混合发起式A,混合型-偏股,CAITONGZIGUANPINZHIXIAOFEIHUNHEFAQISHIA
14941,018439,CTZGPZXFHHFQSC,财通资管品质消费混合发起式C,混合型-偏股,CAITONGZIGUANPINZHIXIAOFEIHUNHEFAQISHIC
14942,018440,HTFLHXGHHA,汇添富量化选股混合A,混合型-偏股,HUITIANFULIANGHUAXUANGUHUNHEA
14943,018441,HTFLHXGHHC,汇添富量化选股混合C,混合型-偏股,HUITIANFULIANGHUAXUANGUHUNHEC
14944,018442,HTFCZLHHHA,汇添富成长领航混合A,混合型-偏股,HUITIANFUCHENGZHANGLINGHANGHUNHEA
14945,018443,HTFCZLHHHC,汇添富成长领航混合C,混合型-偏股,HUITIANFUCHENGZHANGLINGHANGHUNHEC
14946,018444,DCRLZQA,东财瑞利债券A,债券型-长债,DONGCAIRUILIZHAIQUANA
14947,018445,DCRLZQC,东财瑞利债券C,债券型-长债,DONGCAIRUILIZHAIQUANC
14948,018446,GYLHSNCYHH,工银领航三年持有混合,混合型-偏股,GONGYINLINGHANGSANNIANCHIYOUHUNHE
14949,018447,CCJZYXHHC,长城价值优选混合C,混合型-偏股,CHANGCHENGJIAZHIYOUXUANHUNHEC
14950,018448,ZOQHLHPZHHE,中欧琪和灵活配置混合E,混合型-灵活,ZHONGOUQIHELINGHUOPEIZHIHUNHEE
14951,018449,ZOJTLHPZHHE,中欧瑾通灵活配置混合E,混合型-灵活,ZHONGOUJINTONGLINGHUOPEIZHIHUNHEE
14952,018450,FADFXLLZA,富安达富祥利率债A,债券型-长债,FUANDAFUXIANGLILVZHAIA
14953,018451,FADFXLLZC,富安达富祥利率债C,债券型-长债,FUANDAFUXIANGLILVZHAIC
14954,018452,YHZZTYCDAAAZS7TCYQ,银河中证同业存单AAA指数7天持有期,指数型-固收,YINHEZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI
14955,018453,FCZZTYCDAAAZS7TCYQ,蜂巢中证同业存单AAA指数7天持有期,指数型-固收,FENGCHAOZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI
14956,018454,DCHLWSWHHC,大成互联网思维混合C,混合型-灵活,DACHENGHULIANWANGSIWEIHUNHEC
14957,018455,JXKYYX9GYCYQHHFQA,建信开元耀享9个月持有期混合发起A,混合型-偏债,JIANXINKAIYUANYAOXIANG9GEYUECHIYOUQIHUNHEFAQIA
14958,018456,JXKYYX9GYCYQHHFQC,建信开元耀享9个月持有期混合发起C,混合型-偏债,JIANXINKAIYUANYAOXIANG9GEYUECHIYOUQIHUNHEFAQIC
14959,018457,DCJZZZHHC,大成价值增长混合C,混合型-灵活,DACHENGJIAZHIZENGZHANGHUNHEC
14960,018458,HRYDRXSGYDKZA,华润元大润享三个月定开债A,债券型-长债,HUARUNYUANDARUNXIANGSANGEYUEDINGKAIZHAIA
14961,018459,HRYDRXSGYDKZC,华润元大润享三个月定开债C,债券型-长债,HUARUNYUANDARUNXIANGSANGEYUEDINGKAIZHAIC
14962,018460,DCXRCYHHC,大成新锐产业混合C,混合型-偏股,DACHENGXINRUICHANYEHUNHEC
14963,018461,DCJJCZHHC,大成积极成长混合C,混合型-偏股,DACHENGJIJICHENGZHANGHUNHEC
14964,018462,GDBDXZNQCZTGPC,光大保德信智能汽车主题股票C,股票型,GUANGDABAODEXINZHINENGQICHEZHUTIGUPIAOC
14965,018463,DBWYZZLHPZHHC,德邦稳盈增长灵活配置混合C,混合型-灵活,DEBANGWENYINGZENGZHANGLINGHUOPEIZHIHUNHEC
14966,018464,GDBDXRYHHC,光大保德信睿盈混合C,混合型-偏股,GUANGDABAODEXINRUIYINGHUNHEC
14967,018465,JSWJTYYNCYHHA,嘉实稳健添翼一年持有混合A,混合型-偏债,JIASHIWENJIANTIANYIYINIANCHIYOUHUNHEA
14968,018466,JSWJTYYNCYHHC,嘉实稳健添翼一年持有混合C,混合型-偏债,JIASHIWENJIANTIANYIYINIANCHIYOUHUNHEC
14969,018469,GFTXSZHHC,国富弹性市值混合C,混合型-偏股,GUOFUTANXINGSHIZHIHUNHEC
14970,018470,GFCLHBHHC,国富策略回报混合C,混合型-灵活,GUOFUCELUEHUIBAOHUNHEC
14971,018471,NFJXWJTLZQA,南方津享稳健添利债券A,债券型-混合二级,NANFANGJINXIANGWENJIANTIANLIZHAIQUANA
14972,018472,NFJXWJTLZQC,南方津享稳健添利债券C,债券型-混合二级,NANFANGJINXIANGWENJIANTIANLIZHAIQUANC
14973,018475,WJHSHLWKJYETFFQSLJQDIIA,万家恒生互联网科技业ETF发起式联接(QDII)A,指数型-海外股票,WANJIAHENGSHENGHULIANWANGKEJIYEETFFAQISHILIANJIEQDIIA
14974,018476,WJHSHLWKJYETFFQSLJQDIIC,万家恒生互联网科技业ETF发起式联接(QDII)C,指数型-海外股票,WANJIAHENGSHENGHULIANWANGKEJIYEETFFAQISHILIANJIEQDIIC
14975,018477,FGAR30TCYQZQFQSA,富国安瑞30天持有期债券发起式A,债券型-中短债,FUGUOANRUI30TIANCHIYOUQIZHAIQUANFAQISHIA
14976,018478,FGAR30TCYQZQFQSC,富国安瑞30天持有期债券发起式C,债券型-中短债,FUGUOANRUI30TIANCHIYOUQIZHAIQUANFAQISHIC
14977,018479,DFH6GYCYZQA,东方红6个月持有债券A,债券型-混合一级,DONGFANGHONG6GEYUECHIYOUZHAIQUANA
14978,018480,DFH6GYCYZQC,东方红6个月持有债券C,债券型-混合一级,DONGFANGHONG6GEYUECHIYOUZHAIQUANC
14979,018481,ZJHX90TCYZQFQ,中金恒新90天持有债券发起,债券型-混合二级,ZHONGJINHENGXIN90TIANCHIYOUZHAIQUANFAQI
14980,018482,PHCYB50ETFLJA,鹏华创业板50ETF联接A,指数型-股票,PENGHUACHUANGYEBAN50ETFLIANJIEA
14981,018483,PHCYB50ETFLJC,鹏华创业板50ETF联接C,指数型-股票,PENGHUACHUANGYEBAN50ETFLIANJIEC
14982,018484,CTZGYLBJHHA,财通资管医疗保健混合A,混合型-偏股,CAITONGZIGUANYILIAOBAOJIANHUNHEA
14983,018485,CTZGYLBJHHC,财通资管医疗保健混合C,混合型-偏股,CAITONGZIGUANYILIAOBAOJIANHUNHEC
14984,018486,GTRYHBD,国投瑞银货币D,货币型-普通货币,GUOTOURUIYINHUOBID
14985,018487,HTFXRCZA,汇添富鑫荣纯债A,债券型-长债,HUITIANFUXINRONGCHUNZHAIA
14986,018488,HTFXRCZC,汇添富鑫荣纯债C,债券型-长债,HUITIANFUXINRONGCHUNZHAIC
14987,018489,WJZZGYYSJSZTETFFQSLJA,万家中证工业有色金属主题ETF发起式联接A,指数型-股票,WANJIAZHONGZHENGGONGYEYOUSEJINSHUZHUTIETFFAQISHILIANJIEA
14988,018490,WJZZGYYSJSZTETFFQSLJC,万家中证工业有色金属主题ETF发起式联接C,指数型-股票,WANJIAZHONGZHENGGONGYEYOUSEJINSHUZHUTIETFFAQISHILIANJIEC
14989,018491,GLJHZQZQA,格林聚合增强债券A,债券型-混合二级,GELINJUHEZENGQIANGZHAIQUANA
14990,018492,GLJHZQZQC,格林聚合增强债券C,债券型-混合二级,GELINJUHEZENGQIANGZHAIQUANC
14991,018493,XBLDHX6GYCYQHHA,西部利得汇鑫6个月持有期混合A,混合型-偏债,XIBULIDEHUIXIN6GEYUECHIYOUQIHUNHEA
14992,018494,XBLDHX6GYCYQHHC,西部利得汇鑫6个月持有期混合C,混合型-偏债,XIBULIDEHUIXIN6GEYUECHIYOUQIHUNHEC
14993,018495,RTCYQSZXGPC,融通产业趋势臻选股票C,股票型,RONGTONGCHANYEQUSHIZHENXUANGUPIAOC
14994,018496,HSQHHRCZA,恒生前海恒润纯债A,债券型-长债,HENGSHENGQIANHAIHENGRUNCHUNZHAIA
14995,018497,HSQHHRCZC,恒生前海恒润纯债C,债券型-长债,HENGSHENGQIANHAIHENGRUNCHUNZHAIC
14996,018498,BHHJYXPHYNCYHHFQFOFA,渤海汇金优选平衡一年持有混合发起(FOF)A,FOF-均衡型,BOHAIHUIJINYOUXUANPINGHENGYINIANCHIYOUHUNHEFAQIFOFA
14997,018499,BHHJYXPHYNCYHHFQFOFC,渤海汇金优选平衡一年持有混合发起(FOF)C,FOF-均衡型,BOHAIHUIJINYOUXUANPINGHENGYINIANCHIYOUHUNHEFAQIFOFC
14998,018500,XYSYZQC,兴银收益增强C,债券型-混合二级,XINGYINSHOUYIZENGQIANGC
14999,018501,GDBDXZGZZ2025LHPZHHC,光大保德信中国制造2025灵活配置混合C,混合型-灵活,GUANGDABAODEXINZHONGGUOZHIZAO2025LINGHUOPEIZHIHUNHEC
15000,018502,DCGFA,东财光伏A,指数型-股票,DONGCAIGUANGFUA
15001,018503,DCGFC,东财光伏C,指数型-股票,DONGCAIGUANGFUC
